Date,fncl_5.0_1c_tri_vFuturesTU_FV_TY_US:internal
2007-11-29 15:00:00,99.8101872779728
2007-11-30 15:00:00,100.225899180567
2007-12-03 15:00:00,100.059524755935
2007-12-04 15:00:00,99.998965347252
2007-12-05 15:00:00,99.9680588671552
2007-12-06 15:00:00,99.7637923201186
2007-12-07 15:00:00,99.3976902800114
2007-12-10 15:00:00,99.3506720886132
2007-12-11 15:00:00,99.3109138507751
2007-12-12 15:00:00,99.5675269605946
2007-12-13 15:00:00,99.6056290054205
2007-12-14 15:00:00,99.483573325089
2007-12-17 15:00:00,99.339233582619
2007-12-18 15:00:00,99.5596877776464
2007-12-19 15:00:00,99.6627824320093
2007-12-20 15:00:00,99.4931495271835
2007-12-21 15:00:00,99.4058468667327
2007-12-24 15:00:00,99.3005882636136
2007-12-26 15:00:00,99.3382400130324
2007-12-27 15:00:00,99.2786499571538
2007-12-28 15:00:00,99.4489422663478
2007-12-31 15:00:00,99.4569266910403
